date,total_balance,pnl,daily_pct,equity,opened_bucket,active_buckets,invested_ratio,topk_generated,pnl_from_hold
2024-12-09,3556368.76906854,-1761.3407250763848,-0.0004950186392083759,3.55636876906854,0,4,1.0,10,-1010.5670389868319
2024-12-10,3566641.8324881378,10273.063419597689,0.002888638408071596,3.5666418324881377,1,4,1.0,10,11277.090546107735
2024-12-11,3597075.756809481,30433.92432134319,0.008532935391528247,3.597075756809481,2,4,1.0,10,31487.970462394762
2024-12-12,3526838.714675138,-70237.04213434318,-0.01952615037405877,3.526838714675138,3,4,1.0,10,-69488.83887513261
2024-12-13,3554134.3215710353,27295.606895897537,0.007739397546681342,3.5541343215710355,0,4,1.0,10,28030.468914564
2024-12-16,3564944.565527356,10810.24395632092,0.0030415969060906124,3.564944565527356,1,4,1.0,10,11810.61216066673
2024-12-17,3633368.0158427334,68423.45031537721,0.019193412143634677,3.6333680158427333,2,4,1.0,10,69509.24233654526
2024-12-18,3665233.365260553,31865.34941781964,0.00877019593910547,3.665233365260553,3,4,1.0,10,32637.926860654727
2024-12-19,3702692.0996966087,37458.734436055645,0.010220013489753002,3.7026920996966086,0,4,1.0,10,38211.27325173176
2024-12-20,3706084.9544774187,3392.854780809954,0.0009163210684161282,3.7060849544774186,1,4,1.0,10,4431.463540575001
2024-12-23,3753379.5710597346,47294.61658231588,0.01276134172941125,3.7533795710597344,2,4,1.0,10,48437.577226790716
2024-12-24,3811944.0181400385,58564.447080303915,0.01560312405701317,3.8119440181400384,3,4,1.0,10,59371.44733852451
2024-12-25,3853474.5336892814,41530.51554924296,0.010894838788715198,3.8534745336892815,0,4,1.0,10,42314.711431361735
2024-12-26,3823597.674830209,-29876.85885907244,-0.007753225977717467,3.823597674830209,1,4,1.0,10,-28805.056649534148
2024-12-27,3864339.026338572,40741.35150836315,0.010655240162047728,3.864339026338572,2,4,1.0,10,41900.931267761625
2024-12-30,3809325.2174695223,-55013.808869049884,-0.014236279087856065,3.8093252174695222,3,4,1.0,10,-54208.69286759908
